MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
38702,Ya-Ne-Sen a Go Go,5.67,Music,YA-NE-SEN a Go Go,YA-NE-SEN a Go Go,Movie,1,"Feb 3, 2011",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,9226.0,13878,268,0,3,192,1,12,60,7.0,2.0,5.0,24.0,28.0,37.0,19.0,8.0,5.0,10.0
38703,Koukou,Unknown,Music,Koukou,こうこう,Movie,1,"Mar 12, 2013",Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,15167.0,15236,181,0,4,102,0,6,69,7.0,2.0,Unknown,9.0,12.0,15.0,11.0,2.0,1.0,10.0
38705,Kagaku Ninya-tai Gatchanyan,Unknown,"Parody, Sci-Fi",Unknown,科学忍猫隊ガッチャニャン,ONA,20,"Oct 27, 2018 to Mar 21, 2019",Unknown,Unknown,Unknown,Unknown,Original,2 min. per ep.,G - All Ages,14761.0,13086,341,0,16,54,13,51,207,5.0,Unknown,1.0,6.0,6.0,9.0,3.0,3.0,2.0,9.0
38707,RobiHachi,6.51,"Adventure, Comedy, Sci-Fi, Space",RobiHachi,ロビハチ,TV,12,"Apr 8, 2019 to Jun 24, 2019",Spring 2019,"Sotsu, Pony Canyon",Funimation,Studio Comet,Original,24 min. per ep.,PG-13 - Teens 13 or older,5832.0,3180,26641,71,2656,8461,1188,4625,9711,319.0,523.0,1107.0,2172.0,1999.0,1295.0,703.0,277.0,151.0,121.0
38708,Wagaya no Liliana-san The Animation,7.2,Hentai,Unknown,我が家のリリアナさん THE ANIMATION,OVA,1,"Jan 31, 2019",Unknown,Pink Pineapple,Unknown,Seven,Manga,30 min.,Rx - Hentai,Unknown,5575,7319,64,399,4888,247,202,1583,462.0,402.0,676.0,924.0,466.0,278.0,116.0,60.0,35.0,31.0
38710,Golden Kamuy 2nd Season OVA,7.47,"Action, Adventure, Historical, Seinen",Unknown,ゴールデンカムイ OAD,OVA,3,"Mar 19, 2019 to Sep 18, 2020",Unknown,Unknown,Unknown,Geno Studio,Manga,24 min. per ep.,R - 17+ (violence & profanity),1677.0,4331,13655,8,838,5969,447,101,6300,306.0,491.0,1451.0,1606.0,463.0,142.0,38.0,15.0,7.0,12.0
38711,Futsuu tte Nandarou?,Unknown,Slice of Life,Unknown,ふつうってなんだろう？,Special,Unknown,"Nov 11, 2018 to ?",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,14041.0,13746,281,0,61,0,36,46,138,2.0,Unknown,2.0,10.0,12.0,12.0,5.0,4.0,4.0,7.0
38712,A Log Day of Timbre,4.8,Dementia,A Log Day of Timbre,A Log Day of Timbre,ONA,1,"Feb 25, 2011",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10737.0,12011,520,0,4,431,6,22,57,9.0,2.0,7.0,17.0,47.0,75.0,37.0,30.0,37.0,49.0
38714,Gundam: G no Reconguista Movie I - Ike! Core Fighter,6.5,"Action, Sci-Fi, Space, Mecha",Gundam Reconguista in G Movie,劇場版 ガンダム Gのレコンギスタ I 行け！コア・ファイター,Movie,1,"Nov 29, 2019",Unknown,Unknown,Unknown,Sunrise,Original,1 hr. 30 min.,PG-13 - Teens 13 or older,5884.0,8857,1983,1,45,444,27,52,1415,17.0,17.0,57.0,81.0,67.0,32.0,17.0,5.0,4.0,4.0
38715,SD Gundam World: Sangoku Souketsuden,5.74,"Action, Historical, Mecha",SD Gundam World:Sangoku Soketsuden,SDガンダムワールド 三国創傑伝,ONA,Unknown,"Jul 26, 2019 to ?",Unknown,Unknown,Unknown,Sunrise,Original,15 min.,PG - Children,9054.0,9372,1633,4,318,0,144,222,949,11.0,8.0,16.0,29.0,39.0,28.0,13.0,14.0,15.0,17.0
38716,Mobile Suit Gundam: Hathaway's Flash 2,Unknown,"Action, Military, Sci-Fi, Space, Drama, Mecha",Unknown,機動戦士ガンダム 閃光のハサウェイ 2,Movie,1,Unknown,Unknown,Unknown,Unknown,Sunrise,Novel,Unknown,Unknown,Unknown,9064,1861,0,0,0,0,0,1861,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38717,Mobile Suit Gundam: Hathaway's Flash 3,Unknown,"Action, Military, Sci-Fi, Space, Drama, Mecha",Unknown,機動戦士ガンダム 閃光のハサウェイ 3,Movie,1,Unknown,Unknown,Unknown,Unknown,Sunrise,Novel,Unknown,Unknown,Unknown,9208,1744,0,0,0,0,0,1744,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38719,Fight League: Gear Gadget Generators,6.15,"Action, Sci-Fi, Mecha",Fight League:Gear Gadget Generators,ファイトリーグ ギア・ガジェット・ジェネレーターズ,ONA,26,"Feb 14, 2019 to Aug 8, 2019",Unknown,"Bandai Entertainment, Magic Capsule",Unknown,"Sunrise, Bandai Namco Pictures, XFLAG",Game,10 min. per ep.,PG-13 - Teens 13 or older,7558.0,7695,3151,11,449,787,124,379,1412,65.0,23.0,76.0,148.0,179.0,178.0,94.0,53.0,26.0,27.0
38720,Lupin III: Goodbye Partner,6.83,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,ルパン三世 グッバイ・パートナー,Special,1,"Jan 25, 2019",Unknown,TMS Music,Discotek Media,TMS Entertainment,Manga,1 hr. 32 min.,PG-13 - Teens 13 or older,4332.0,7000,4119,7,105,1883,62,57,2012,50.0,108.0,276.0,504.0,290.0,117.0,59.0,17.0,5.0,6.0
38722,Shadow Skill (1999),Unknown,"Comedy, Parody",Unknown,影技 (1999) [邪技 ぢゃどうすぎる],OVA,1,1999,Unknown,Takeshobo,Unknown,Zero-G Room,Manga,18 min.,R+ - Mild Nudity,11911.0,13617,291,2,13,98,6,16,158,9.0,2.0,6.0,14.0,15.0,8.0,4.0,4.0,4.0,1.0
38727,Een,5.01,Dementia,WAAAH,えーん,ONA,1,"Feb 12, 2018",Unknown,Unknown,Unknown,Unknown,Original,1 min.,R+ - Mild Nudity,10595.0,12120,500,0,6,411,1,25,57,6.0,2.0,9.0,19.0,45.0,50.0,47.0,22.0,35.0,71.0
38728,Onami,5.02,Music,Onami,Onami,Music,1,"Jan 21, 2018",Unknown,Unknown,Unknown,Unknown,Original,5 min.,R+ - Mild Nudity,10574.0,14668,212,0,1,171,0,9,31,4.0,Unknown,3.0,7.0,11.0,24.0,31.0,19.0,13.0,12.0
38729,Piercing I,Unknown,Drama,Piercing I,刺痛我,Movie,1,"Jun 12, 2010",Unknown,Unknown,Unknown,Unknown,Original,1 hr. 43 min.,Unknown,11543.0,16087,134,0,6,26,2,15,85,2.0,1.0,1.0,2.0,9.0,4.0,1.0,2.0,2.0,1.0
38731,Diamond no Ace: Act II,8.23,"Comedy, Sports, School, Shounen",Ace of Diamond Act II,ダイヤのA[エース] actII,TV,52,"Apr 2, 2019 to Mar 31, 2020",Spring 2019,"TV Tokyo, Sotsu, AT-X, DAX Production",Unknown,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,276.0,2127,55084,635,11542,27067,2053,1120,13302,4091.0,6538.0,8457.0,4188.0,1178.0,496.0,166.0,61.0,22.0,105.0
38732,"Chikan Shita Joshi*sei to Sonogo, Musabori Au Youna Doero Junai",7.13,Hentai,Unknown,"痴漢した女子●生とその後, むさぼり合うようなドエロ純愛",ONA,2,"Oct 19, 2018 to Oct 26, 2018",Unknown,Unknown,Unknown,SELFISH,Digital manga,15 min. per ep.,Rx - Hentai,Unknown,7352,3631,50,235,2402,150,129,715,259.0,204.0,344.0,388.0,226.0,125.0,55.0,45.0,26.0,32.0
38733,Hataraku Saibou: Kaze Shoukougun,7.28,"Comedy, Shounen",Cells at Work Special,はたらく細胞 新作エピソード「風邪症候群」,Special,1,"Dec 27, 2018",Unknown,Unknown,Unknown,David Production,Manga,23 min.,PG-13 - Teens 13 or older,2443.0,2731,35267,9,510,29484,216,90,4967,1155.0,1693.0,5266.0,8418.0,2985.0,994.0,190.0,74.0,20.0,18.0
38735,7 Seeds,6.55,"Adventure, Drama, Mystery, Psychological, Romance, Sci-Fi, Shoujo",7 Seeds,7SEEDS,ONA,12,"Jun 28, 2019",Unknown,"Nihon Ad Systems, BS Fuji, Netflix",Unknown,Gonzo,Manga,25 min. per ep.,R+ - Mild Nudity,5624.0,1736,76253,234,3885,42164,1763,5019,23422,1507.0,2680.0,5996.0,9722.0,7136.0,3876.0,2234.0,1385.0,801.0,610.0
38738,Kensaku to Enjin no Christmas,Unknown,Kids,Kensaku & Enjin's Xmas,けんさくとえんじんのクリスマス,ONA,1,"Nov 27, 2018",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,14948.0,16180,129,0,4,78,2,22,23,6.0,Unknown,2.0,7.0,14.0,15.0,3.0,1.0,2.0,8.0
38739,Mobile Suit Gundam UC Perfectibility,6.18,"Action, Mecha",Mobile Suit Gundam Unicorn Perfectibility,機動戦士ガンダムUC ペルフェクティビリティ,Movie,1,"Sep 30, 2018",Unknown,Sunrise,Unknown,Unknown,Unknown,3 min.,PG - Children,7471.0,9231,1718,3,54,627,26,45,966,19.0,18.0,33.0,97.0,103.0,62.0,12.0,11.0,7.0,9.0
38740,Bai She: Yuan Qi,7.47,"Action, Adventure, Demons, Drama, Fantasy, Historical, Martial Arts, Romance",White Snake,白蛇：缘起,Movie,1,"Jan 11, 2019",Unknown,Unknown,GKIDS,Light Chaser Animation Studios,Original,1 hr. 35 min.,PG-13 - Teens 13 or older,1659.0,7204,3825,16,169,1948,66,73,1569,163.0,208.0,409.0,440.0,178.0,57.0,27.0,10.0,6.0,6.0
38741,Xue Ying Ling Zhu,7.22,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Unknown,雪鹰领主,ONA,26,"Dec 20, 2018 to Jun 6, 2019",Unknown,Tencent Penguin Pictures,Unknown,Mili Pictures,Novel,19 min. per ep.,PG-13 - Teens 13 or older,2706.0,8968,1926,15,325,648,69,132,752,65.0,55.0,140.0,147.0,57.0,34.0,7.0,10.0,7.0,9.0
38742,Da Li Si Rizhi,6.72,"Action, Mystery, Comedy, Historical, Demons, Martial Arts",White Cat Legend,大理寺日志,ONA,12,"Apr 10, 2020 to Jul 3, 2020",Unknown,bilibili,Unknown,Nice Boat Animation,Web manga,17 min. per ep.,PG-13 - Teens 13 or older,4790.0,8154,2630,6,271,510,72,123,1654,29.0,40.0,93.0,133.0,88.0,50.0,18.0,10.0,5.0,7.0
38743,Korasho no Kaitei Wakuwaku Daibouken! Movie,Unknown,"Adventure, Kids, Fantasy",Unknown,映画コラショの海底わくわく大冒険!,Movie,1,"Feb 1, 2019",Unknown,Benesse Corporation,Unknown,TMS Entertainment,Other,Unknown,PG - Children,15145.0,15328,174,0,4,20,4,22,124,4.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,Unknown,1.0
38744,Hangyakusei Million Arthur PV,5.76,"Action, Adventure, Fantasy",Han-Gyaku-Sei Million Arthur,叛逆性ミリオンアーサー,ONA,1,"Nov 29, 2018",Unknown,Square Enix,Unknown,Unknown,Game,1 min.,PG-13 - Teens 13 or older,8984.0,9249,1711,2,167,503,35,82,924,14.0,11.0,17.0,48.0,71.0,84.0,28.0,15.0,6.0,20.0
38745,Nora to Oujo to Noraneko Heart (Shin Anime),Unknown,"Comedy, Ecchi",Unknown,ノラと皇女と野良猫ハート (新アニメ),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Visual novel,Unknown,R+ - Mild Nudity,Unknown,7962,2875,3,0,0,0,0,2875,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38748,"""Tokyo""",4.74,Dementia,Tokyo,「とうきょう」- Tokyo,Movie,1,"Oct 5, 2017",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10782.0,12759,386,1,5,293,3,18,67,7.0,Unknown,3.0,5.0,18.0,33.0,22.0,33.0,37.0,54.0
38749,Blade Runner: Black Lotus,Unknown,"Sci-Fi, Thriller",Unknown,BLADE RUNNER – BLACK LOTUS,TV,13,2021 to ?,Unknown,Unknown,Crunchyroll,Sola Digital Arts,Other,Unknown,Unknown,Unknown,5277,8387,6,0,0,0,0,8387,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38752,Rise,Unknown,"Sci-Fi, Music",Rise,Rise,Music,1,"Dec 3, 2009",Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,11713.0,16731,103,0,3,79,0,5,16,4.0,Unknown,1.0,2.0,6.0,8.0,18.0,6.0,3.0,6.0
38753,Araburu Kisetsu no Otome-domo yo.,7.5,"Comedy, Drama, Romance, School, Shounen",O Maidens in Your Savage Season,荒ぶる季節の乙女どもよ。,TV,12,"Jul 6, 2019 to Sep 21, 2019",Summer 2019,"Mainichi Broadcasting System, Kodansha, DMM pictures",Sentai Filmworks,Lay-duce,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1568.0,723,204221,1090,17054,112318,5838,7198,61813,6609.0,14480.0,30591.0,27136.0,11370.0,4360.0,2032.0,699.0,335.0,413.0
38756,2,4.58,Music,2,2,Music,1,"Oct 6, 2017",Unknown,Lute,Unknown,Unknown,Original,4 min.,G - All Ages,10878.0,13031,348,0,4,290,2,16,36,10.0,Unknown,4.0,9.0,25.0,39.0,42.0,29.0,30.0,27.0
38757,To Disappear,Unknown,"Dementia, Music",To Disappear,To Disappear,Music,1,"Mar 7, 2016",Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,12494.0,15700,153,0,3,117,0,7,26,5.0,1.0,3.0,2.0,10.0,16.0,15.0,11.0,7.0,11.0
38758,Cup of Smoke,Unknown,"Dementia, Music",Cup of Smoke,Cup of Smoke,Music,1,"Nov 2, 2017",Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,13735.0,15496,165,0,1,131,0,7,26,6.0,Unknown,1.0,6.0,13.0,14.0,22.0,6.0,10.0,15.0
38759,Sewayaki Kitsune no Senko-san,7.36,"Slice of Life, Comedy, Supernatural, Romance",The Helpful Fox Senko-san,世話やきキツネの仙狐さん,TV,12,"Apr 10, 2019 to Jun 26, 2019",Spring 2019,"Docomo Anime Store, Kadokawa",Funimation,Doga Kobo,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,2078.0,628,229506,1650,25169,128270,9441,13831,52795,8841.0,12303.0,28910.0,35744.0,16035.0,6584.0,2138.0,807.0,369.0,315.0
38760,Tsuma Netori: Ikumi to Shizuka,6.05,Hentai,Unknown,妻ネトリ 郁美と静香,OVA,1,"Dec 28, 2018",Unknown,Unknown,Unknown,ZIZ Entertainment (ZIZ),Visual novel,30 min.,Rx - Hentai,Unknown,8809,2015,11,139,1267,90,69,450,66.0,44.0,88.0,172.0,167.0,122.0,70.0,30.0,28.0,38.0
38762,Crack,Unknown,Music,crack,crack,Music,1,"Jul 27, 2013",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,13728.0,15857,145,0,1,114,0,6,24,5.0,Unknown,3.0,3.0,11.0,15.0,14.0,10.0,10.0,14.0
38763,Synchro Noise,Unknown,Music,Synchro Noise,Synchro Noise,Music,1,"Sep 3, 2013",Unknown,Unknown,Unknown,Unknown,Original,15 sec.,G - All Ages,12308.0,15880,143,0,2,114,1,5,21,4.0,1.0,1.0,1.0,3.0,9.0,14.0,16.0,10.0,18.0
38764,Printer Rec Music,Unknown,Music,Printer Rec Music,PRINTER REC Music,Music,1,"Jun 17, 2014",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,11627.0,15525,165,0,3,134,0,5,23,5.0,Unknown,3.0,3.0,8.0,16.0,17.0,17.0,10.0,16.0
38765,Parallel,Unknown,"Game, Music",Parallel,Parallel,Music,1,"Aug 4, 2014",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,11498.0,15804,150,0,3,114,0,6,27,5.0,Unknown,2.0,3.0,7.0,18.0,5.0,17.0,11.0,12.0
38766,Roll,5.19,Cars,ROLL,ROLL,ONA,1,"Aug 16, 2014",Unknown,Unknown,Unknown,Unknown,Original,12 sec.,G - All Ages,10349.0,14328,236,1,7,183,0,14,32,17.0,1.0,Unknown,7.0,6.0,30.0,12.0,12.0,17.0,28.0
38767,Cinderella Girls Gekijou: Climax Season,6.47,"Slice of Life, Comedy",Unknown,シンデレラガールズ劇場 CLIMAX SEASON,TV,13,"Apr 2, 2019 to Jun 25, 2019",Spring 2019,Unknown,Unknown,"Gathering, Lesprit",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,6061.0,7631,3251,3,165,1699,76,133,1178,66.0,47.0,150.0,313.0,344.0,182.0,36.0,19.0,10.0,18.0
38768,Black Clover: Jump Festa 2018 Special,6.17,"Comedy, Fantasy, Shounen",Black Clover:The All Magic Knights Thanksgiving Festa,JSAF2018スペシャルアニメ「オール魔法騎士感謝祭」,Special,1,"Nov 25, 2018",Unknown,"TV Tokyo, Avex Pictures, Shueisha",Unknown,Studio Pierrot,Manga,23 min.,PG-13 - Teens 13 or older,7480.0,3972,16800,19,352,12342,135,154,3817,520.0,367.0,759.0,1757.0,2200.0,1345.0,640.0,248.0,149.0,155.0
38769,Compiler: Music Clips in Trackdown,Unknown,Music,Compiler:Music Clips in Trackdown,Compiler:Music Clips in Trackdown,Music,6,"Sep 5, 1992",Unknown,Unknown,Unknown,Unknown,Manga,4 min. per ep.,R+ - Mild Nudity,13713.0,14823,204,0,4,97,4,13,86,6.0,1.0,3.0,8.0,15.0,15.0,13.0,5.0,Unknown,4.0
38770,Detective Conan Movie 23: The Fist of Blue Sapphire,7.82,"Action, Mystery, Comedy, Police, Drama, Shounen",Unknown,劇場版 名探偵コナン 紺青の拳（フィスト）,Movie,1,"Apr 12, 2019",Unknown,"Shogakukan-Shueisha Productions, Yomiuri Telecasting, Nippon Television Network",Unknown,TMS Entertainment,Manga,1 hr. 49 min.,PG-13 - Teens 13 or older,789.0,4091,15719,56,330,10579,128,113,4569,1072.0,1344.0,2285.0,1825.0,720.0,244.0,88.0,27.0,9.0,31.0
38771,Wego Graphics,Unknown,Music,WEGO GRAPHICS,WEGO GRAPHICS,Special,2,"Oct 7, 2017 to Jul 6, 2018",Unknown,Unknown,Unknown,Unknown,Original,16 sec. per ep.,G - All Ages,12837.0,15509,165,0,7,117,0,12,29,5.0,Unknown,1.0,1.0,5.0,9.0,19.0,17.0,7.0,20.0
38772,Maruman Loose Leaf,Unknown,Music,Maruman Loose Leaf,Maruman Loose Leaf,Special,1,"Jan 15, 2017",Unknown,Unknown,Unknown,Unknown,Original,47 sec.,G - All Ages,15451.0,15688,155,0,7,116,0,7,25,4.0,Unknown,1.0,3.0,9.0,15.0,19.0,10.0,9.0,13.0
38773,Buggy Map,5.02,Dementia,BUGGY MAP,BUGGY MAP,Special,2,"Dec 9, 2014 to Apr 1, 2015",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,10592.0,14975,195,0,5,151,0,9,30,5.0,Unknown,2.0,6.0,10.0,18.0,14.0,18.0,19.0,22.0
38774,The North Face Japan CMs,Unknown,"Music, Slice of Life",Unknown,The North Face Japan,Special,Unknown,"Mar 31, 2016 to ?",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,12486.0,14802,207,0,73,0,33,45,56,6.0,Unknown,1.0,1.0,8.0,10.0,16.0,14.0,9.0,21.0
38775,Rune's Pharmacy: Tiarajima no Okusuriya-san,6.19,"Hentai, Fantasy",Unknown,Rune'sPharmacy ～ティアラ島のお薬屋さん,ONA,4,"Nov 30, 2018 to Dec 20, 2019",Unknown,Unknown,Unknown,SELFISH,Game,15 min. per ep.,Rx - Hentai,Unknown,7980,2824,9,1118,493,384,223,606,78.0,61.0,124.0,260.0,226.0,141.0,74.0,45.0,26.0,31.0
38776,Manul no Yuube,Unknown,Slice of Life,Unknown,マヌ～ルのゆうべ,TV,Unknown,"Nov 11, 2018 to ?",Fall 2018,Unknown,Unknown,Unknown,Web manga,1 min.,PG-13 - Teens 13 or older,15453.0,14052,259,0,44,0,12,120,83,2.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,11.0
38777,Jujutsu Kaisen,6.95,Shounen,Jujutsu Kaisen,呪術廻戦,ONA,3,"Dec 3, 2018 to Dec 8, 2018",Unknown,Unknown,Unknown,Yokohama Animation Lab,Manga,1 min. per ep.,G - All Ages,3807.0,4283,14024,404,2681,2654,233,374,8082,493.0,375.0,452.0,353.0,315.0,265.0,60.0,45.0,16.0,30.0
38778,Midara na Ao-chan wa Benkyou ga Dekinai,6.78,"Comedy, Romance, Ecchi, Shounen",Ao-chan Can't Study!,淫らな青ちゃんは勉強ができない,TV,12,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,"Mainichi Broadcasting System, Kodansha, DMM pictures",Sentai Filmworks,SILVER LINK.,Manga,12 min. per ep.,PG-13 - Teens 13 or older,4545.0,922,161854,443,13650,96142,3899,9739,38424,3546.0,5019.0,13681.0,26009.0,17219.0,8569.0,3400.0,1453.0,623.0,410.0
38779,Kami-machi Sana-chan The Animation,6.66,Hentai,Unknown,神待ちサナちゃん THE ANIMATION,OVA,1,"Feb 22, 2019",Unknown,Pink Pineapple,Unknown,Unknown,Visual novel,27 min.,Rx - Hentai,Unknown,7470,3465,22,240,2036,150,105,934,103.0,110.0,196.0,358.0,293.0,163.0,57.0,26.0,21.0,13.0
38781,Violence Voyager,Unknown,"Adventure, Comedy, Horror",Violence Voyager,バイオレンス・ボイジャー,Movie,1,"Apr 18, 2018",Unknown,Unknown,Unknown,Unknown,Original,1 hr. 23 min.,R - 17+ (violence & profanity),12744.0,12315,465,1,21,78,13,23,330,5.0,6.0,12.0,15.0,13.0,3.0,4.0,3.0,Unknown,4.0
38783,Ikebukuro PR Anime,6.15,Fantasy,Ikebukuro PR Anime,池袋PRアニメ,ONA,1,"Jan 17, 2019",Unknown,animate,Unknown,Shaft,Original,3 min.,G - All Ages,7593.0,9840,1336,1,31,640,16,31,618,12.0,11.0,47.0,94.0,128.0,89.0,23.0,8.0,4.0,11.0
38784,Ken to Mahou no Logres: Inishie no Megami x Fate/Extella,5.56,"Game, Music",Logres of Swords and Sorcery:Goddess of Ancient x Fate/Extella,剣と魔法のログレス いにしえの女神×Fate/EXTELLA,Special,1,"Dec 7, 2016",Unknown,Unknown,Unknown,Shaft,Game,15 sec.,G - All Ages,9521.0,7136,3937,4,177,1714,64,83,1899,93.0,19.0,44.0,116.0,247.0,309.0,92.0,57.0,41.0,56.0
38785,Kensaku to Enjin no Happy Birthday,Unknown,Kids,Unknown,けんさくとえんじんのHappy Birthday,ONA,1,"Jun 19, 2018",Unknown,Unknown,Unknown,Unknown,Original,41 sec.,G - All Ages,14953.0,16421,118,0,3,76,1,16,22,4.0,Unknown,1.0,7.0,12.0,15.0,6.0,2.0,1.0,8.0
38786,Kensaku to Enjin no Atarashii Tomodachi: Query Toujou!,Unknown,Kids,Unknown,けんさくとえんじんの新しいともだち クエリ登場！,ONA,1,"Jul 3, 2018",Unknown,Unknown,Unknown,Unknown,Original,24 sec.,G - All Ages,14951.0,16420,118,0,4,73,1,17,23,3.0,1.0,Unknown,7.0,8.0,16.0,4.0,6.0,1.0,9.0
38787,Senryuu Shoujo,7.41,"Slice of Life, Comedy, School, Shounen",Senryu Girl,川柳少女,TV,12,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,"Mainichi Broadcasting System, Kodansha, DMM pictures",Sentai Filmworks,Connect,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,1880.0,1165,127460,402,11539,66234,3511,5737,40439,3544.0,6104.0,15849.0,18447.0,7440.0,3032.0,772.0,256.0,111.0,83.0
38788,Detective Conan: Amuro Secret Call,6.24,"Mystery, Comedy, Police",Unknown,名探偵コナン  シークレット安室コール,Special,1,"Oct 3, 2018",Unknown,Unknown,Unknown,TMS Entertainment,Manga,2 min.,PG-13 - Teens 13 or older,7141.0,9469,1556,1,68,485,51,65,887,33.0,11.0,33.0,70.0,58.0,38.0,14.0,9.0,3.0,6.0
38789,One Room Second Season Special,5.52,Ecchi,Unknown,One Room セカンドシーズン -extra-,Special,1,"Nov 30, 2018",Unknown,Unknown,Unknown,Zero-G,Original,11 min.,PG-13 - Teens 13 or older,9617.0,6035,5927,3,266,3417,122,86,2036,137.0,56.0,166.0,331.0,498.0,465.0,222.0,159.0,116.0,123.0
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy","BOFURI:I Don't Want to Get Hurt, so I'll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,TV,12,"Jan 8, 2020 to Mar 25, 2020",Winter 2020,"AT-X, MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1319.0,516,278001,1986,29453,182384,6541,11296,48327,13815.0,22336.0,45283.0,41378.0,16806.0,7140.0,2728.0,1099.0,485.0,359.0
38793,Tensei shitara Slime Datta Ken OVA,7.46,"Fantasy, Shounen",That Time I Got Reincarnated as a Slime OAD,転生したらスライムだった件 OVA,OVA,5,"Jul 9, 2019 to Nov 27, 2020",Unknown,Unknown,Unknown,8bit,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1700.0,1190,122950,362,31294,45021,7395,1630,37610,4454.0,5400.0,13368.0,16819.0,6147.0,2154.0,560.0,203.0,70.0,84.0
38794,Summer Rich feat. Hit­o­mi­toi,Unknown,Music,Summer Rich,Summer Rich,Music,1,"Oct 23, 2011",Unknown,Unknown,Unknown,Unknown,Original,6 min.,PG-13 - Teens 13 or older,12265.0,16482,114,0,2,91,0,5,16,5.0,1.0,1.0,3.0,11.0,10.0,7.0,10.0,9.0,8.0
38795,I Want Nothing,5.39,"Dementia, Music",I Want Nothing,I Want Nothing,Music,1,"Apr 10, 2008",Unknown,Unknown,Unknown,Unknown,Original,2 min.,PG-13 - Teens 13 or older,9971.0,15311,176,1,1,142,0,8,25,7.0,Unknown,4.0,7.0,15.0,19.0,21.0,13.0,5.0,12.0
38796,B.O.Y.,Unknown,Music,B.O.Y.,B.O.Y.,Music,1,"Apr 25, 2014",Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,13357.0,15678,155,1,1,122,0,6,26,5.0,1.0,4.0,7.0,16.0,18.0,21.0,9.0,3.0,7.0
38797,"Papa datte, Shitai",5.97,Shounen Ai,Unknown,"パパだって, したい",TV,8,"Jan 7, 2019 to Feb 25, 2019",Winter 2019,"Picante Circus, Suiseisha",Unknown,Magic Bus,Manga,6 min. per ep.,R+ - Mild Nudity,8322.0,3706,19671,219,1491,12147,314,835,4884,661.0,482.0,890.0,1565.0,1784.0,1462.0,743.0,444.0,324.0,363.0
38798,Tsuma ga Kirei ni Natta Wake,6.37,Hentai,Unknown,妻が綺麗になったワケ,OVA,2,"Apr 5, 2019 to May 31, 2019",Unknown,Unknown,Unknown,Unknown,Visual novel,15 min. per ep.,Rx - Hentai,Unknown,7363,3612,30,336,2226,164,156,730,129.0,112.0,214.0,379.0,311.0,217.0,100.0,64.0,39.0,34.0
