MAL_ID,Name,Score,Genres,sypnopsis
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.11,"Romance, Sci-Fi","It's summer, and Norimichi Shimada and his friends want to know if fireworks look round or flat from the side. They forge a plan to find the answer at Moshimo Festival's fireworks display. However, Norimichi finds himself conflicted when his classmate, Nazuna Oikawa, plans to run away from home and wants Norimichi to join her. When things go awry in their attempt to escape, a strange orb in Nazuna's possession gives them another chance at staying together."
34500,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,Unknown,"Comedy, Music",special Nanocore video celebrating the new year.
34501,Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo","Kenka Banchou Otome - Girl Beats Boys, Hinako Nakayama has spent all of her life being raised in state-run orphanages, without ever knowing her family. As she's about to enter high school, Hinako is approached by Hikaru, a boy who claims to be her twin brother. According to Hikaru, Hikaru and Hinako are the children of the head of the powerful Onigashima yakuza family, and Hikaru wants Hinako to switches places with him at Shishiku Academy, an all-boys school overrun with the nation's toughest delinquents. Can Hinako save her brother, find romance, and become the new boss of the school? (Source: Crunchyroll)"
34502,Inazma Delivery,6.33,"Action, Sci-Fi, Comedy","Inazma Delivery is set in the town of Babiden City, where everything runs on electricity. Hemingway is an earnest young man who works at the delivery company Inazma, which promises to deliver any package to its proper destination. One day, an extraterrestrial lost child in a shark costume named Bytheway appears and asks to be delivered to its home planet, and soon Hemingway and Bytheway are embroiled in all sorts of adventures. (Source: Crunchyroll)"
34503,KochinPa! Dainiki,4.85,Comedy,The second season of KochinPa!
34504,Seitokai Yakuindomo Movie,7.87,"Slice of Life, Comedy, School, Shounen","Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy..."
34510,Hei Mao Jing Zhang,5.62,"Action, Adventure, Cars, Comedy, Kids, Police","The series follows Officer Black Cat's adventures around the forest neighbourhood, apprehending criminals, dealing justice, and solving crimes."
34511,Hei Mao Jing Zhang (1992),Unknown,"Action, Adventure, Cars, Comedy, Kids, Police","The series follows Officer Black Cat's adventures around the forest neighbourhood, apprehending criminals, dealing justice, and solving crimes."
34513,Days: Touin Gakuen-sen!,7.49,"Sports, School, Shounen",Sequel to DAYS. It will depict the All-Japan High School Soccer Tournament's Tokyo Preliminary Round with Touin Academy. (Source: anilist.co)
34514,Pokemon Generations,7.46,"Action, Adventure, Fantasy, Game, Kids","Pokémon Generations revisits each generation of the Pokémon video game series to shed new light on some timeless moments. From the earliest days in the Kanto region to the splendor of the Kalos region, go behind the scenes and witness Pokémon history with new eyes! (Source: Official site)"
34519,Mobile Suit Gakuen: G-Reco Koushien,5.4,"Comedy, Parody, Sports, Mecha",Short specials bundled with the Blu-ray volumes.
34522,"Wake Up, Girls! Shin Shou",6.5,"Music, Drama","""Wake Up, Girls!"" is the story of growth and friendship of seven girls living in Sendai, Miyagi who form the idol group ""Wake Up, Girls! (WUG)"" and work together to become top idols. Operating under a small production company in Sendai known as ""Green Leaves Entertainment,"" WUG overcame countless obstacles to beat national idol group ""I-1 club"" at the Idol Festival and win the event. They had suddenly become top idols... but with an idol recession going on, things weren't so easy. The days of steady and honest idol work continued for the girls. Meanwhile, Sendai-based middle school trio Hayashi Ayumi, Morishima Otome, and Atsugi Itsuka have developed an increasing desire to become idols... (Source: wikia.com)"
34525,Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen","Himeno is a sweet, shy little centaur girl. In her world, everyone seems to be a supernatural creature, and all her classmates have some kind of horns, wings, tails, halos, or other visible supernatural body part. Despite their supernatural elements, Himeno and her best friends, Nozomi and Kyouko, have a fun and mostly normal daily school life! (Source: MangaHelpers)"
34527,Go-chan.: Moko to Chinjuu no Mori no Nakama-tachi,Unknown,"Adventure, Kids","Gou-chan arrives on earth in search of the heart plasma that will restore peace to his home planet EX Panda. He meets a human girl named Moko, who lives on a farm with her grandfather, and several strange animals called Chinjuumin. They pass their days enjoyably, but trouble begins when humans invade the forest home of the Chinjuumin looking to capture them. Meanwhile, Moko's family life gets complicated when her grandmother arrives from the city. (Source: ANN)"
34528,Mukashi Mukashi Momotarou,Unknown,"Demons, Fantasy, Historical",stop-motion film about the classic Japanese tale of Momotarou.
34531,Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,Unknown,Comedy,"alternative episode 78 created from TV viewer's ideas. In this special, when Takeda-kun returns to introduce himself again, a new character comes along with him called Ayaka-chan. After introductions of everyone, Pochi the seal comes dancing on screen with two other seals never before seen in the show."
34532,Terra Formars: Earth-hen,6.42,"Action, Sci-Fi, Space, Horror, Drama, Seinen","Bundled with the 21st and 22nd volumes, the OVAs adapt the Earth arc of the manga."
34533,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,6.88,"Action, Comedy, School","The official website for the Nanbaka television anime announced that the ""Nanfes"" event in April will screen a previously unreleased anime special."
34534,Natsume Yuujinchou Go Specials,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Two special episodes bundled in the fourth and fifth volume of the Blu-ray/DVD.
34535,Koisuru Shirokuma,6.74,"Comedy, Josei, Shounen Ai","polar bear falls in love with an earless seal, and he wants nothing else except to protect him, even though the seal constantly thinks the bear will eat him. (Source: ANN)"
34537,Yoru wa Mijikashi Arukeyo Otome,8.23,"Comedy, Romance","On a mysterious night that seems to last for a year, an ordinary college student continues to chase one of his underclassmen, a girl with black hair—the girl of his dreams. Up until now, he has been relying on a simple plan, which is to calculatingly bump into her every day while making it seem like a meaningful coincidence. However, his efforts remain futile as their relationship is not progressing at all. Meanwhile, the black-haired girl believes that everything is connected by fate and endeavors to experience as many new things as possible, leaving it all for destiny to decide. While strolling along the lively streets of Kyoto, she discovers that the very beginning of her fateful journey—a book she had as a child—is currently being sold in a second-hand bookstore. Upon knowing this, the college student eyes another opportunity to run into her ""by chance"": this time, he hopes to get the book before she does and finally grasp the thread of fate that could connect their hearts."
34538,"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",5.81,"Magic, Supernatural",special recap episode of Soushin Shoujo Matoi .
34539,Saint Seiya: Saintia Shou,5.61,"Action, Adventure, Seinen","The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity... (Source: MangaSeven)"
34540,Pokemon Movie 20: Kimi ni Kimeta!,7.08,"Action, Adventure, Comedy, Kids","The film's plot tells the story of how Satoshi and Pikachu came to know each other. Pikachu was not cooperative toward Satoshi, but Satoshi only wanted to be friends with Pikachu. On the day they set out from Masara Town, both of them saw a Ho-Oh flying and made a vow to someday go and meet it. (Source: ANN, edited)"
34541,Mary to Majo no Hana,7.28,"Adventure, Fantasy, Magic","ary Smith is a clumsy girl with wild red hair who can't seem to do anything right. After moving in with her Great Aunt Charlotte, Mary finds herself lonely and bored, until one day she spies a cat which seems to keep changing color every time she sees it. Curiosity gets the better of her and she follows it into nearby woods. Deep in the forest, the cat takes her to a clearing with dead trees and brown grass, where the only sign of life is a cluster of mysterious blue flowers that Mary has never seen before. The gardener of the estate later tells her that the rare species is called ""Fly-by-Night,"" and is said to be sought by witches for its incredible magical power. When the strange cat returns to her one night, Mary is led once again into the woods, but this time to an old broomstick hidden by a gnarled tree. After she clumsily squashes some Fly-by-Night against the broomstick, it begins to glow, whisking her off into the sky. Her wayward journey ends at the Endor College for Witches, where she is mistaken for a new student. And so, Mary must learn to look after herself in this marvelous new world of magic, where things are not always as they seem."
34542,Inuyashiki,7.7,"Action, Drama, Psychological, Sci-Fi, Seinen","Ichirou Inuyashiki is a 58-year-old family man who is going through a difficult time in his life. Though his frequent back problems are painful, nothing hurts quite as much as the indifference and distaste that his wife and children have for him. Despite this, Ichirou still manages to find solace in Hanako, an abandoned Shiba Inu that he adopts into his home. However, his life takes a turn for the worse when a follow-up physical examination reveals that Ichirou has stomach cancer and only three months to live; though he tries to be strong, his family's disinterest causes an emotional breakdown. Running off into a nearby field, Ichirou embraces his dog and weeps—until he notices a strange figure standing before him. Suddenly, a bright light appears and Ichirou is enveloped by smoke and dust. When he comes to, he discovers something is amiss—he has been reborn as a mechanized weapon wearing the skin of his former self. Though initially shocked, the compassionate Ichirou immediately uses his newfound powers to save a life, an act of kindness that fills him with happiness and newfound hope. However, the origins of these strange powers remain unclear. Who was the mysterious figure at the site of the explosion, and are they as kind as Ichirou when it comes to using this dangerous gift?"
34543,Dive!!,6.08,"Comedy, Sports","The series revolves around the Mizuki Diving Club (MDC), which is on the verge of closing down after having financial troubles. The club's new coach persuades the club's parent company to stay open on one condition: that the club sends one of its members to next year's Olympics as part of Japan's Olympic team. (Source: ANN)"
34544,Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.72,"Action, Horror, Supernatural, Drama, Fantasy","The movie is a continuation of the story from the original series that takes place half a year later. The original team joins an alliance to help take back the area around Unato Castle, however things do not go as planned. Will Ikoma and his friends be able to survive, or will they fall to the hordes of Kabane?"
34547,Shoukoku no Altair,7.55,"Military, Adventure, Historical, Drama, Fantasy, Shounen","Tughril Mahmut is a young pasha serving on the Divan of the Türkiye Stratocracy. The clouds of war are gathering over his country due to the threat of an aggressive Empire. With the Divan split between warmongers and the pacifists, Mahmut begins his quest to keep the peace at any cost. As he finds himself deeper and deeper in the politics of the ancient world, new enemies and allies surface. Who will prevail? What will Mahmut do if war proves to be inevitable?"
34548,Cheer Danshi!! Specials,6.03,"Sports, School",Specials included with the fourth volume of the DVD and Blu-ray disc.
34549,Ryuu no Haisha,7.42,"Adventure, Fantasy","ar rages between two neighboring countries, but one side has an ace up their sleeve: an ancient dragon bound by a pact to protect the nation. Despite these overpowering creatures being capable of leveling entire battlefields, they are rendered useless by cavities. And so, a special unit—the dragon dentists—has the important duty of caring for the dragon's teeth. Nonoko Kishii was the only one of many brave volunteers who survived a recent round of recruitment; in order to join the dragon dentists, one has to witness their future demise and accept it without a fight. Knowing the exact circumstances of their fated ends, the dragon dentists devote themselves to their work. One day, they gain a new member who did not undergo the test: Bernard ""Bel"" Octavius, a young enemy officer killed by his own men and revived by the dragon's teeth. Despite his appearance being an omen of a great disaster, he is placed under the care of Nonoko as a dentist-in-training. Will Bel come around to the dragon dentists' attitudes toward death and help them face the painful future that is to come?"
34550,Warau Salesman New,6.27,"Comedy, Drama, Seinen","Each episode follows Fukuzou Moguro, a traveling salesman, and his current customer. Moguro deals in things that give his customers their heart's desire, and once his deals are made and their unhealthy desires are satisfied, Moguro's customers are often left with terrible repercussions, especially if they break the rules of his deals..."
34552,Dream Festival! R,6.92,Music,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
34561,Re:Creators,7.57,"Action, Sci-Fi, Fantasy, Mecha","Humans have designed countless worlds—each one born from the unique imagination of its creator. Souta Mizushino is a high school student who aspires to be such a creator by writing and illustrating his own light novel. One day, while watching anime for inspiration, he is briefly transported into a fierce fight scene. When he returns to the real world, he realizes something is amiss: the anime's headstrong heroine, Selesia Yupitilia, has somehow returned with him. Before long, other fictional characters appear in the world, carrying the hopes and scars of their home. A princely knight, a magical girl, a ruthless brawler, and many others now crowd the streets of Japan. However, the most mysterious one is a woman in full military regalia, dubbed ""Gunpuku no Himegimi,"" who knows far more than she should about the creators' world. Despite this, no one knows her true name or the world she is from. Meanwhile, Souta and Selesia work together with Meteora Österreich, a calm and composed librarian NPC, to uncover the meaning behind these unnatural events. With powerful forces at play, the once clear line between reality and imagination continues to blur, leading to a fateful meeting between creators and those they created."
34565,Jikan no Shihaisha,6.33,"Supernatural, Shounen","​Like many in her class, Koyuki Honda looks forward to her graduation ceremony. However, while her peers have family to attend, Koyuki has no one, as her only family—her brother—died years ago. While visiting his grave, she meets two brothers named Kiri and Victor Putin chasing a strange creature. They try to assure her that they are just actors shooting a movie; Victor, however, piques Koyuki's curiosity about the old legend of the clock tower at the cemetery: if you make a wish under the clock tower at midnight during a full moon, time will turn back, allowing someone to reclaim what they have lost. Deciding to make her wish, Koyuki learns the horrifying truth: the legend is a ruse for time demons called ""Horologues"" to steal humans' time. As they are drawn to regrets, Victor uses Koyuki as bait to lure a demon there. Kiri and Victor explain that they are Chronos Rulers, warriors who fight against the Horologues using the ""Oath of Time""—an item allowing them to speed up or slow down time. With the demon destroyed and the crisis averted, Koyuki is able to go on her way free from regrets. However, she is not the only human with sorrows. The two boys must continue to hunt down Horologues in order to keep humanity safe."
34566,Boruto: Naruto Next Generations,5.81,"Action, Adventure, Super Power, Martial Arts, Shounen","Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja. Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life. New friends and familiar faces join Boruto as a new story begins in Boruto: Naruto Next Generations ."
34572,Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen","sta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically. When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King!"
34577,Nanatsu no Taizai: Imashime no Fukkatsu,7.84,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural","The fierce battle between Meliodas, the captain of the Seven Deadly Sins, and the Great Holy Knight Hendrickson has devastating consequences. Armed with the fragments necessary for the revival of the Demon Clan, Hendrickson breaks the seal, allowing the Commandments to escape, all of whom are mighty warriors working directly under the Demon King himself. Through a mysterious connection, Meliodas instantly identifies them; likewise, the 10 Commandments, too, seem to sense his presence. As the demons leave a path of destruction in their wake, the Seven Deadly Sins must find a way to stop them before the Demon Clan drowns Britannia in blood and terror."
34580,Nana Maru San Batsu,6.7,"Game, School, Seinen","s soon as he entered high school, the first year student Koshiyama Shiki was invited to the mysterious Quiz Study Group led by his senpai. What will Shiki run into when being dragged along by his class mate Mari into the dazzling world of competitive quizzes?! (Source: Comic Walker)"
34589,"Onihei: Sono Otoko, Heizou Hasegawa",6.29,"Historical, Seinen","The OVA will center on Heizou's character, otherwise known as ""Oni no Heizou"" (Heizou the Demon); the man feared among the thieves and rogues during the Edo Period. A young man traces the stories surrounding Heizou's early days and their ""dogs (spies)"" from his admirers Kumehachi, Hikujou and Omasa. After hearing from them, the young man heads for Heizou's private residence in Mejirodai and also learns from his wife Hisae. What is the connection between the young man's motive and Heizou? (Source: MAL News)"
34591,Natsume Yuujinchou Roku,8.65,"Slice of Life, Demons, Supernatural, Drama, Shoujo","Takashi Natsume has grown accustomed to his encounters with youkai through the Book of Friends, which contains the names of youkai whom his grandmother, Reiko Natsume, has sealed in contracts. These encounters allow Natsume to better understand the youkai, Reiko, and himself. The Book of Friends is a powerful tool that can be used to control youkai; it is sought after by both youkai and exorcists alike. Natsume just wants to live out his daily life in peace but is constantly disrupted by these experiences. If he is to end this torment, Natsume must explore more about the book and the world of exorcism, as well as begin to open his heart to those who can help him."
34592,Fushigi Naido,Unknown,"Historical, Kids, Fantasy",stop-motion animation about sisters doing chores. One of them falls into a well and gets transported to a wonderland trying to retrieve a pail. There she helps the various creatures in wonderland and receives rewards. Upon returning home the other sister is jealous and tries the same but is rude and helps no one out of her selfishness.
34595,"""Parade"" de Satie",5.44,"Music, Dementia",Parade for three managers and four performers. (Source: Yamamura Animation)
34599,Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy","The Abyss—a gaping chasm stretching down into the depths of the earth, filled with mysterious creatures and relics from a time long past. How did it come to be? What lies at the bottom? Countless brave individuals, known as Divers, have sought to solve these mysteries of the Abyss, fearlessly descending into its darkest realms. The best and bravest of the Divers, the White Whistles, are hailed as legends by those who remain on the surface. Riko, daughter of the missing White Whistle Lyza the Annihilator, aspires to become like her mother and explore the furthest reaches of the Abyss. However, just a novice Red Whistle herself, she is only permitted to roam its most upper layer. Even so, Riko has a chance encounter with a mysterious robot with the appearance of an ordinary young boy. She comes to name him Reg, and he has no recollection of the events preceding his discovery. Certain that the technology to create Reg must come from deep within the Abyss, the two decide to venture forth into the chasm to recover his memories and see the bottom of the great pit with their own eyes. However, they know not of the harsh reality that is the true existence of the Abyss."
34600,Nagoya Tetsudou Special Movie,Unknown,Slice of Life,"short commissioned by Nagoya Railroad Co., Ltd. (abbr. Meitetsu) as part of their ""Place important feelings on places where important people wait."" campaign. In the short we see a woman and her fiancé on a Nagoya Railroad train to go meet her parents. The woman laments over her youth from having fun as a child with her father on the train, to coldly ignoring him and being mean as a teenager when he comes to pick her up from the station with a spare umbrella on a rainy day. Time healed all wounds and the short ends with the both of them smiling cheerfully as they treasure each other."
34601,Kubbe Gachapin Mukku,Unknown,Fantasy,crossover between Kubbe and Fuji TV's Gachapin . This short was made to promote the Kubbe Kort Animasjon anime having a TV run on Gachapin's program Hirake! Ponkikki along with crossover merchandise featuring characters from both franchises.
34602,Guomin Laogong Dai Huijia,6.1,"Drama, Romance, School","u Jin Nian and Qiao An Hao are a newly married couple—unfortunately, neither of them are willing participants. Now husband and wife, Qiao An Hao establishes a few ground rules: no one can know that they are married, their cohabitation is top-secret information, and under no circumstances is Lu Jin Nian permitted to touch her. As a result, their marriage remains strictly superficial. Behind their broken union, however, there is a long and complicated history. A chance encounter while seeking shelter from the rain led to the lives of Lu Jin Nian and Qiao An Hao getting intertwined. But as fate would have it, the date also marked the moment Qiao An Hao's sister fell madly in love with the stoic and mysterious Lu Jin Nian. With emotional stakes flying high, the years leading up to this marriage have been long and complicated—but never boring. And even now, despite their long-standing friendship, the newlyweds are no closer to understanding each other."
34604,UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,"Action, Sci-Fi, Magic, Fantasy, Shounen","Bundled with the 14th, 16th, and 17th volumes of the UQ Holder! manga."
34607,Lostorage Conflated WIXOSS,7.1,"Game, Psychological","The peaceful days turn out to be short-lived as the shadow of another Selector Battle looms large. Kiyoi Mizushima is the first to notice that things are amiss, and she makes her move to put an end to the cycle of darkness.The Battle this time includes a new card, ""Key,"" and has been set up with rules different than before. With both the mastermind and their motive shrouded in mystery, the darkness grows ever deeper and more menacing. Suzuko Homura, Chinatsu Morishita, Hanna Mikage, Ruuko Kominato, Yuzuki Kurebayashi, Hitoe Uemura, and Akira Aoi, the Selectors gather once again. (Source: ANN)"
34611,Answer (2016),7.31,"Music, Drama, Seinen","usic video for the opening theme from 3-gatsu no Lion , containing new animation."
34612,Saiki Kusuo no Ψ-nan 2,8.48,"Slice of Life, Comedy, Supernatural, School, Shounen","The disastrous life of the gifted psychic Kusuo Saiki continues, despite his utmost effort to live an ordinary life. Although he has certainly grown accustomed to dealing with his troublesome friends—who are his biggest hurdle to achieving a peaceful life—he still has a long way to go. Also joining the usual oddballs are a few new faces whose shenanigans add to Saiki's misery, making his dreams of a hassle-free life a distant fantasy."
34613,Garo: Honoo no Kokuin - Yurugaro,5.53,"Comedy, Fantasy, Parody",Comedic omake specials that aired after Garo: Honoo no Kokuin .
34614,Teekyuu 8 Specials,6.05,"Comedy, Sports, Shounen",Unaired specials included in the Blu-ray and DVD release.
34615,Usakame Special,5.54,"Comedy, Sports, Shounen",Unaired episode included with the Blu-ray.
34618,Blend S,7.36,"Slice of Life, Comedy","shing to be independent, 16-year-old Maika Sakuranomiya is desperate to nail down a part-time job so that she can afford to study abroad. Unfortunately, her applications are constantly rejected due to the menacing look she unintentionally makes whenever she smiles, despite her otherwise cheerful disposition. After yet another failed interview, she chances upon Café Stile, a coffee shop where the servers interact with the customers while roleplaying distinctive characteristics. The Italian store manager, Dino, becomes infatuated with Maika's cuteness at first sight, and offers her a job as a waitress with a sadistic nature. Coupled with her inherent clumsiness, she successfully manages to serve a pair of masochistic customers in accordance with her new, ruthless persona. Alongside Kaho Hinata as the tsundere and Mafuyu Hoshikawa as the younger sister, Maika decides to make the most out of her unique quirk and cements her position in the cafe with merciless cruelty!"
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama","Takuya Arima is a young student whose father, a historian who has conducted various researches, disappeared recently. During a summer vacation Takuya receives a peculiar package from his missing father, along with a letter containing information about the existence of various parallel worlds. At first Takuya doesn't take it seriously, but soon he realizes that he possesses a device that allows him to travel to alternate dimensions. Is his father alive, after all? If so, where is he? (Source: VNDB)"
34622,Giant Robo,5.88,"Action, Mecha","The pilot for GR: Giant Robo . However, there were significant changes between the pilot and the actual show, including a different writer and a different director. Thus, the special is less a promo for the series than an alternate version of how the series might have looked. (Source: Orphan)"
34623,Bakuon!! no Kobeya,6.13,"Comedy, Seinen, Slice of Life",Short specials included with the Bakuon!! BD/DVD volumes.
34625,Master of Torque: Epilogue,5.56,Cars,pilogue of Master of Torque shows what the series' characters are up to one year after the events of Season 3 at the foot of Mt. Fuji. (Source: Official Email)
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.07,"Magic, Adventure, Fantasy, Comedy, Supernatural","Kazuma meets a novice adventurer called Ran who claims to be Kazuma's fan. A quest is proposed to Kazuma and his party in front of Ran, so he accepts the quest to look good in front of his fan; after some convincing, they all go to fight the metal golem. (Source: Wikipedia)"
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,Unknown,Comedy,collaboration between the Taka no Tsume and Hello Kitty franchises.
34629,MiniGARO,Unknown,Comedy,"short web-anime created for the ""miniGARO"" project, which imagines characters from the Garo franchise as super-deformed caricatures. Each episode respectively promotes the the Garo Gaiden: Tougen no Fue and Zero: Black Blood films and teaches theater etiquette. The ""MiniGARO Manner Movie"" entry shown with the actual films, continues where these commercials left off."
34630,MiniGARO Manner Movie,Unknown,Comedy,"anner movies released alongside the Garo Gaiden: Tougen no Fue and Zero: Black Blood films, respectively, explaining proper theater etiquette."
34631,Aitata Bocchi,5.68,"Dementia, Drama",Old friends Cabbage and Pea reunite under awkward circumstances.
34632,Such a Good Place to Die,5.71,Dementia,short film by Onohana.
34633,Origami of Landscape,5.34,Dementia,animation of landscapes fluidly changing shapes.
34634,Sakana no Iu Koto wo Kiku,5.52,"Dementia, Drama",ork completed by Onohana during her enrollment at the Tokyo University of the Arts. A young boy is compelled to release his pet fish into the sea.
34636,Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports","Tatara Fujita is a shy middle schooler who has no particular plan for the future. He has gotten through life by avoiding any kind of confrontation and blending in with the crowd. But blending in isn't enough to get out of trouble, as some bullies harass him for money. Luckily, he is saved by a man named Kaname Sengoku. Kaname invites Tatara to his dance studio. Although he would normally never set foot in such a place, Tatara is captivated by Sengoku's commanding presence. Granted an opportunity to dance with fellow classmate Shizuku Hanaoka—who often practices at the studio—Tatara realizes there's something about the idea of being put in the limelight and dancing where people will see him that keeps him coming back. With an earnest, passionate drive to improve, Tatara begins his journey into the world of competitive dance."
34642,Shingeki no Bahamut: Genesis - Short Story,7.13,"Action, Adventure, Demons, Supernatural, Magic, Fantasy","The first short story focuses on Favaro and Kaiser between the events of the first and second series as they visit Favaro's home village. The second short story shows Kaiser as a knight commander sparring with Jeanne, and sharing the reasons they remained as Orleans Knights in the aftermath of the final battle against Bahamut."
34643,Kokekkou-san,Unknown,Kids,"Full CG anime series based on artist Karoku-Kobo's series of Kokekko-san picture books. The story about the daily life of Kokekko-san, a motherly egg with chicken features that raises her chicks. Each episode is a 2-part story. (Source: AniDB)"
34644,Brave Witches: Petersburg Daisenryaku,7.02,"Action, Ecchi, Magic, Military, Sci-Fi","s New Year’s Eve draws closer, preparations for a holiday party are underway in Petersburg. In anticipation of the event, Eila Ilmatar Juutilainen of the 501st Joint Fighter Wing is determined to take Sanya V. Litvyak on a leisurely walk around the city. However, despite Eila's best intentions, she gets interrupted every time she gets a chance to ask Sanya out, ruining the moment and separating the girls. To make things worse, a Neuroi is approaching the base, threatening both the squadmates and the celebration in Petersburg."
34647,3-gatsu no Lion Recap,6.71,Drama,cap of the first 11 episodes of 3-gatsu no Lion .
34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,7.14,"Action, Military, Sci-Fi, Drama, Mecha",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
34651,Zenmaiji-kake no Truffe,Unknown,Fantasy,Truffe is a clockwork spring bear who wishes that one day he may move himself.
34652,Mochi Mochi Panda,Unknown,Kids,Shorts about pandas with stretchy and gummy cheeks just like mochi.
34655,I Was King,6.28,"Fantasy, Music","music video for One Ok Rock's song ""I Was King"" from the album Ambitions."
34656,Ai Uta: Since 2007,5.34,Music,"music video for whiteeeen's cover of the song ""Ai Uta: Since 2007."""
34657,Kawazuno Mekaridoki,5.92,Music,"The official music video for Touyu's song ""Kawazuno Mekaridoki."""
34658,Nekopara OVA,6.98,"Comedy, Romance","Despite being the proud owner of six catgirls alongside his sister Shigure, Kashou Minazuki moves away from home to open his patisserie La Soleil. While unpacking, he makes a startling discovery: two of his catgirls, Chocola and Vanilla, have stowed away in his luggage! Although the twins desperately want to stay by their master's side, Kashou has no idea if he can manage both his new shop and the two catgirls. But what if having more hands on deck is exactly what he needs? With the support of his caring sister and loyal catgirls, Kashou puts all his heart into making his dream a reality!"
34661,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.31,"Action, Fantasy, Game","- A strange phenomenon is overtaking the world?! - After defeating the War Gods, Ren and his friends are living the dream. It seems like they've finally managed to regain their normal lives. However, a mysterious girl by the name of Pandora appears, bringing with her a box that must never be opened. An unfortunate incident results in the box opening (of course), setting the world up for some big changes... (Source: YouTube)"
